Movie Name,Genre,Duration,Rating,Vote Counts
Kill Me If You Dare,Romance,1h 34m,4.6,N/A
Ahl Al Kahf,Romance,2h,5.2,237
Given 3: To the Sea,Romance,1h 20m,8.0,9
Once Upon a Christmas Wish,Romance,1h 30m,6.1,313
Seven Seas Seven Hills,Romance,1h 30m,8.6,85
Los pequeños amores,Romance,1h 35m,6.3,345
Ek Anjaan Rishtey Ka Guilt 3,Romance,1h 44m,8.0,67
Krista,Romance,58m,5.6,44
"Aire, Just Breathe",Romance,1h 38m,4.7,185
Miss You,Romance,2h 8m,6.1,N/A
Dilan 1983,Romance,1h 56m,6.7,203
Reloaded 2,Romance,45m,8.0,1K
In Good Hands 2,Romance,1h 39m,5.3,920
El Hawa Sultan,Romance,2h 16m,6.6,624
Meeting Ms. Leigh,Romance,1h 57m,9.2,76
Love Syndrome: The Beginning,Romance,1h 30m,6.0,49
À toute allure,Romance,1h 26m,5.3,158
Love Li,Romance,2h 48m,6.5,13K
Detective Conan: The Million-Dollar Pentagram,Romance,1h 51m,6.8,N/A
Anyone But Her,Romance,1h 33m,4.9,275
Black Tea,Romance,1h 50m,5.2,530
Seni Memahami Kekasih,Romance,1h 31m,8.0,59
Stranded Pearl,Romance,1h 30m,6.0,27
Queens of Drama,Romance,1h 54m,6.3,171
The Great Gujarati Matrimony,Romance,2h 24m,7.9,78
Love You to Debt,Romance,2h 15m,6.2,748
Looking for Dr. Love,Romance,1h 25m,6.0,122
Fruitcake,Romance,1h 37m,5.4,118
3391 Kilometres,Romance,1h 50m,4.2,N/A
A Merry Royal Christmas,Romance,1h 28m,5.2,141
Premalo,Romance,2h 8m,7.3,N/A
You Are Not Alone,Romance,1h 45m,6.2,61
Dhruvathaare,Romance,2h 45m,8.3,646
Paper Flowers,Romance,1h 40m,9.1,29
What Happened in My Black Boyfriend's Room,Romance,1h 2m,4.8,8
One Night in Tokyo,Romance,1h 35m,7.9,42
Love Story,Romance,2h 5m,4.9,387
"LSD 2: Love, Sex Aur Dhokha 2",Romance,1h 59m,3.8,N/A
Three Secrets,Romance,1h 32m,4.4,47
Nado snimat filmy o lyubvi,Romance,1h 13m,7.8,29
Under Parallel Skies,Romance,1h 50m,5.6,779
Christmas at Plumhill Manor,Romance,1h 27m,6.1,497
That Kind of Love,Romance,2h 16m,5.8,299
Prabuthwa Junior Kalashala,Romance,2h 11m,7.2,N/A
Sweet Summer Love,Romance,1h 30m,6.5,59
Heartsping : Teenieping of Love,Romance,N/A,6.9,21
"María, Me Muero",Romance,1h 33m,5.3,69
Vaagai,Romance,1h 59m,8.8,185
Rose Rosy Te Gulab,Romance,2h 15m,5.8,295
Addy Daddy,Romance,1h 58m,7.8,26
DreadClub: Vampire's Verdict,Romance,N/A,5.2,55
Explosions in My Heart,Romance,1h 45m,6.7,33
Kisko Tha Pata,Romance,2h 15m,7.4,14
Rokjesnacht,Romance,1h 35m,4.9,218
Honeymoonish,Romance,1h 40m,5.3,N/A
Life is Filled with So Much of You,Romance,1h 39m,8.1,14
Morando com o Crush,Romance,1h 30m,5.4,166
Hrashwo Deergha,Romance,2h 30m,7.9,79
My Ex's Wedding,Romance,1h 35m,8.5,43
Kahan Shuru Kahan Khatam,Romance,1h 47m,6.2,N/A
My Boyfriend Is a Sex Worker,Romance,50m,4.8,13
A Fragile Flower,Romance,1h 36m,8.5,N/A
The Property,Romance,1h 50m,7.6,51
Across the Sea,Romance,1h 52m,6.4,64
Neelofar,Romance,N/A,8.7,14
L'heureuse élue,Romance,1h 31m,5.3,201
Perdiendo el Juicio,Romance,N/A,7.2,17
Kang Mak,Romance,2h 2m,6.4,760
Sihinayaki Adare,Romance,2h 30m,6.5,183
Maple Leaf Dreams,Romance,1h 41m,4.6,76
Flat Blood,Romance,N/A,N/A,N/A
"Aku Jati, Aku Asperger",Romance,1h 28m,8.6,16
Yolki 11,Romance,1h 32m,4.7,163
Yuva,Romance,2h 33m,5.8,834
More na dvoikh,Romance,1h 22m,5.6,19
Movie Given Hiiragi Mix.,Romance,1h 10m,7.4,136
Lyubvi ne byvaet?,Romance,1h 45m,5.4,152
Joy of Horses,Romance,1h 30m,5.8,160
Mor Chhainha Bhuinya 2,Romance,2h 40m,8.3,60
Mi Perfecto Ex,Romance,1h 23m,7.6,19
Occupied,Romance,1h 17m,N/A,N/A
Ma chi ti conosce,Romance,1h 45m,5.9,128
Varshangalkku Shesham,Romance,2h 46m,6.6,N/A
Moments We Shared,Romance,2h 11m,5.4,119
Game On,Romance,2h 20m,5.3,N/A
Saint Nick of Bethlehem,Romance,1h 33m,9.3,96
I Am the Secret in Your Heart,Romance,1h 52m,6.0,178
"Extraction, USA",Romance,N/A,7.5,51
Badaa Saat Fi Yawman Ma,Romance,1h 40m,6.3,87
Emakku Thozhil Romance,Romance,1h 51m,4.9,117
The Holiday Club,Romance,1h 28m,6.6,345
Poppay Ki Wedding,Romance,2h 7m,8.8,75
Amaltash,Romance,1h 53m,8.1,144
"It's So Big It Hurts, Black Oppa",Romance,1h 1m,N/A,N/A
Little Hearts,Romance,2h 16m,5.8,N/A
Funmilayo Ransome-Kuti,Romance,1h 31m,8.5,93
Koi wo Shiranai Bokutachi wa,Romance,1h 51m,N/A,N/A
Christmas on the Ranch,Romance,1h 26m,6.1,136
A Country Music Christmas,Romance,N/A,6.5,97
Powder Pup,Romance,1h 29m,6.2,73
Santa's Cousin,Romance,N/A,7.9,25
Double Blended,Romance,1h 27m,5.5,51
Last Song for You,Romance,1h 50m,7.3,89
Lula Leblanc,Romance,1h 36m,7.1,37
Ondu Sarala Prema Kathe,Romance,2h 29m,7.5,711
Pranaya Godari,Romance,2h 28m,7.8,N/A
Mercy Killing,Romance,2h 11m,8.7,N/A
Love Stuck,Romance,1h 56m,5.6,151
Shooting My Life's Script,Romance,1h 35m,6.2,332
Khwaabon Ka Jhamela,Romance,1h 53m,6.1,105
Enchanting Christmas,Romance,1h 31m,6.4,348
Nie Xiaoqian,Romance,1h 52m,6.4,15
Goreyan Naal Lagdi Zameen Jatt Di,Romance,1h 48m,7.8,28
A Bluegrass Christmas,Romance,1h 24m,6.0,228
To potami,Romance,1h 33m,6.5,14
"Chances Are, You and I",Romance,2h 12m,6.1,104
Samana Sunrise,Romance,1h 40m,6.5,61
Ram Bharosey,Romance,N/A,9.5,33
Honey Money Phony,Romance,1h 55m,6.2,168
Letuchiy korabl,Romance,1h 40m,3.8,290
Holiday for Hire,Romance,1h 24m,5.8,187
Coven of the Black Cube,Romance,1h 37m,N/A,N/A
Visal Adare,Romance,2h,5.9,138
"Love, Sitara",Romance,1h 45m,5.3,295
Love Is Never on Time,Romance,1h 50m,8.9,57
The Heartbreak Agency,Romance,1h 34m,5.3,712
I Don't Know,Romance,1h 38m,N/A,N/A
Heartbreak Motel,Romance,1h 55m,7.0,287
"Fool Me Once, Revenge on You",Romance,N/A,6.9,9
Jatt & Juliet 3,Romance,2h 15m,5.4,N/A
Election,Romance,2h,5.9,807
Just the Two of Us,Romance,N/A,N/A,N/A
Yo no soy esa,Romance,1h 35m,4.9,270
Teasing Master Takagi-san Movie,Romance,1h 59m,6.7,280
Eating Me Up,Romance,1h 44m,8.6,289
Kajolrekha,Romance,2h 36m,6.3,170
Éden & Charlie,Romance,45m,8.3,8
This Is Not A Love Song,Romance,1h 12m,7.1,26
Land of Broken Hearts,Romance,1h 40m,N/A,N/A
Letters at Christmas,Romance,1h 24m,3.7,168
Artist Unknown,Romance,1h 22m,9.2,11
Do I Shock U Like Lightning,Romance,1h 37m,9.2,19
Penguin Girl,Romance,1h 38m,6.8,5
Soft Love,Romance,1h 54m,6.6,34
How to Make Her Leave,Romance,N/A,N/A,N/A
Fragments of Us,Romance,49m,8.3,8
Christmas Overtime,Romance,1h 32m,5.2,20
Onegin,Romance,2h 21m,7.0,N/A
Miracle Mile,Romance,1h 22m,8.7,27
Hold Me Close,Romance,1h 38m,6.6,9
From Corinne's Heart,Romance,N/A,N/A,N/A
Lyod 3,Romance,2h 14m,6.0,294
Silent Love,Romance,1h 56m,6.3,338
Sevmek Yüzünden,Romance,1h 44m,3.6,616
Lady Outlaw,Romance,1h 44m,6.8,16
Kagojer Bou,Romance,1h 52m,6.0,24
Lyubov Sovetskogo Soyuza,Romance,2h 30m,5.1,245
My Boo,Romance,2h 5m,6.1,654
Valentine's Town,Romance,1h 24m,5.3,185
"Dao, Pho Va Piano",Romance,1h 40m,5.9,189
Marriage Mansion,Romance,N/A,N/A,N/A
Nikdo me nemá rád,Romance,1h 24m,5.8,37
Future Date,Romance,1h 22m,6.6,120
Bad Boy's Security,Romance,1h 22m,N/A,N/A
The Day Before Christmas,Romance,N/A,8.1,60
Young Lion of the West,Romance,1h 33m,8.1,106
Komandir,Romance,2h 11m,6.3,513
Petta Rap,Romance,2h 3m,4.2,N/A
Svemu dodje kraj,Romance,1h 29m,6.7,252
Sign Here,Romance,1h 40m,6.2,243
Ye xiao nü sheng,Romance,1h 50m,7.5,28
Un/Happy for You,Romance,1h 50m,N/A,N/A
Momma's Boy,Romance,1h 45m,3.8,47
14 Days Love,Romance,1h 52m,7.5,8
Lobola Man,Romance,1h 48m,4.6,201
Sunlight,Romance,1h 36m,7.9,17
Her Seyin Basi Merkür,Romance,1h 45m,3.5,145
Undying,Romance,26m,6.7,13
Jee Ve Sohneya Jee,Romance,2h 21m,6.7,260
Once Upon a Honeymoon,Romance,1h 49m,6.8,21
Because I Love Bad Weather,Romance,1h 40m,6.2,130
36-24-36,Romance,1h 58m,6.1,204
Honeko Akabane's Bodyguards,Romance,1h 57m,5.9,35
Muse,Romance,1h 9m,N/A,N/A
Life Hotel,Romance,1h 58m,6.6,150
PAPmusic - Animation for Fashion,Romance,1h 25m,1.0,125
Love Me If You Dare,Romance,2h 8m,4.3,470
The Untold Story,Romance,N/A,6.4,17
Could Have Waited for August,Romance,1h 52m,6.2,831
Teriyaan Meriyaan Hera Pheriyan,Romance,2h 5m,6.7,75
3. Gun,Romance,N/A,3.9,132
Yumi's Cells: The Movie,Romance,1h 33m,6.2,48
A Christmas of Wonders,Romance,1h 26m,4.8,120
Morena,Romance,1h 46m,7.8,62
Keshava Chandra Ramavath,Romance,2h 13m,6.7,77
Babli,Romance,2h 14m,6.8,565
Table for Six 2,Romance,2h 13m,5.4,312
Günesi Söndürmem Gerek,Romance,1h 45m,3.5,178
Rajkumar,Romance,2h 25m,7.3,N/A
Our Church Thinks We're Dating,Romance,1h 42m,N/A,N/A
Pretty Boys,Romance,1h 7m,5.4,33
Unn Sawali,Romance,N/A,7.9,11
Chanchal Haseena,Romance,1h 38m,7.2,34
Shark Island,Romance,1h 21m,4.0,114
A Ghetto Love Story,Romance,N/A,9.8,10
Allahr Vres,Romance,2h 15m,8.6,16
The Proud Princess,Romance,1h 24m,7.1,98
O2,Romance,1h 45m,6.7,N/A
Gili Gili Raat,Romance,1h 33m,5.7,12
Dreaming of You,Romance,1h 35m,8.5,24
Traces of Love,Romance,1h 45m,6.5,901
Elle & lui & le reste du monde,Romance,1h 25m,5.7,106
Der Junge dem die Welt gehört,Romance,1h 36m,7.9,76
On the Market,Romance,1h 35m,N/A,N/A
Pantaskah Aku Berhijab,Romance,1h 54m,8.1,16
Kuch Sapney Apne,Romance,2h,8.0,48
Romance with My Vampire Brother,Romance,N/A,7.4,10
Tendaberry,Romance,1h 55m,6.8,35
All's Fair in Love,Romance,1h 55m,6.3,16
My Future You,Romance,1h 49m,8.5,45
We Are Tourists,Romance,1h 37m,N/A,N/A
Lost & Found You,Romance,N/A,6.8,17
Advent,Romance,1h 59m,7.5,6
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,Romance,2h 18m,5.9,83
Honeymoon Express,Romance,1h 58m,8.4,N/A
Hearts Creek,Romance,1h 30m,5.8,114
Gingersnap Christmas,Romance,N/A,4.6,26
My Sassy Girl,Romance,1h 57m,5.2,109
The Little Things,Romance,1h 30m,7.7,39
Aaram Aravinda Swamy,Romance,2h 12m,9.4,327
My Zombabe,Romance,1h 45m,5.1,78
¿Quién quiere casarse con un Astronauta?,Romance,1h 34m,8.7,10
Amar Prem Ki Prem Kahani,Romance,1h 57m,4.4,629
Daghabaaz Dil,Romance,2h 3m,6.4,67
Heart Strings,Romance,1h 47m,6.4,9
Hell City,Romance,1h 30m,9.1,26
Die Ironie des Lebens,Romance,1h 49m,6.6,66
Jingle Bell Love,Romance,1h 21m,6.1,213
"Sampai Nanti, Hanna!",Romance,1h 50m,7.3,261
Raseeli Raatein,Romance,1h 31m,6.4,11
Le beau rôle,Romance,1h 24m,6.9,54
"Love, Wine & Salt: A Tuscan Romance",Romance,N/A,7.1,15
Hong lou meng,Romance,2h,3.3,19
Zyat,Romance,1h 20m,4.2,108
Roti Kapda Romance,Romance,2h 33m,7.5,N/A
Ibbani Tabbida Ileyali,Romance,2h 40m,7.4,831
Him,Romance,1h 20m,7.1,19
Murphy,Romance,2h 16m,7.3,N/A
Umjolo: Day Ones,Romance,1h 26m,4.0,149
Bed & Breakfast,Romance,1h 23m,6.2,200
Listy do M. Pozegnania i powroty,Romance,2h 3m,6.0,308
40,Romance,1h 43m,4.8,18
Skinny Love,Romance,1h 32m,8.3,83
Hani,Romance,1h 13m,N/A,N/A
Love Lies,Romance,1h 54m,7.3,245
Happiness Is,Romance,1h 36m,3.8,292
Maybe Forever,Romance,N/A,8.0,31
Greice,Romance,1h 50m,6.9,119
A Wall Away,Romance,1h 30m,5.0,75
Kaaduvetty,Romance,2h 37m,3.2,145
Yeni Hayat,Romance,2h 12m,3.0,32
Seré breve al momento de morir,Romance,1h 18m,5.7,14
You Are Always Right Here,Romance,N/A,N/A,N/A
X & Y,Romance,1h 41m,7.3,11
The Last 12 Days,Romance,2h 4m,N/A,N/A
Pasutri Gaje,Romance,1h 49m,5.9,324
Christmas in Lagos,Romance,2h,4.6,167
A Soweto Love Story,Romance,1h 41m,4.4,282
Ibiza Dark,Romance,1h 35m,8.3,15
Dinda,Romance,1h 34m,7.0,37
A Heart for Christmas,Romance,1h 31m,7.5,99
Remember I am Dead,Romance,40m,N/A,N/A
Ask Mevsimi,Romance,2h 6m,4.9,323
Oru Kattil Oru Muri,Romance,2h 5m,4.5,56
Boda Love,Romance,1h 47m,8.2,13
Dukkhito,Romance,29m,7.4,69
Love Dodoma,Romance,1h 30m,N/A,N/A
La piel en primavera,Romance,1h 40m,6.9,49
The Gifts of Christmas,Romance,N/A,5.9,17
Usha Parinayam,Romance,2h 24m,9.0,N/A
Meeting Funmi's Parents,Romance,N/A,8.6,15
City of Second Chances,Romance,N/A,7.9,36
Dr. Jason II - Lights & Shadows,Romance,1h 2m,5.3,287
Parahuna 2,Romance,1h 55m,6.7,80
Gebokste Liefde,Romance,N/A,N/A,N/A
Kill the Children first,Romance,1h 46m,7.8,25
Love & Vodka,Romance,1h 23m,N/A,N/A
Welcome to My Side,Romance,1h 42m,7.2,83
Assisting Venus,Romance,1h 40m,6.2,27
Amo-te Imenso,Romance,1h 27m,5.8,83
A Christmas Dream,Romance,1h 34m,4.5,48
8 Views of Lake Biwa,Romance,2h 6m,5.5,102
Tauba Tera Jalwa,Romance,2h 10m,6.2,15
Maru Mann Taru Thayu,Romance,2h 33m,7.5,21
Azzamine,Romance,1h 44m,8.4,99
Son Sans,Romance,1h 26m,5.4,10
Buzzy Noise,Romance,1h 59m,6.0,49
Ai zuo dai,Romance,1h 18m,6.2,36
We Are Faheem & Karun,Romance,1h 21m,9.4,47
Taboo,Romance,N/A,7.4,134
The Christmas Brew,Romance,1h 29m,5.4,151
Khoka Bhai Tama Pain: A Song Epic,Romance,2h 33m,8.9,154
Noche De Bodas,Romance,1h 30m,4.6,223
The Mediterranean Sea,Romance,1h 48m,7.2,69
Hi Anokhi Gaath,Romance,2h 6m,6.7,79
